,index,Movie_Link,TrailerPublishYear,TrailerPublishDays,ProductionBudget,HasBudget,Horror,Thriller,Documentary,Comedy,Drama,Adventure,Crime,Biography,Action,NC-17,Not Rated,PG-13,R,PG,G,ProductionCountry,Follows,TopStudios,Language,AwardStars,TopMeters,TopStars,StarsScore,TrailerDuration,FaceNo,RatioFaceNo,Female,RatioFemale,Male,RatioMale,RatioSad,RatioHappy,RatioFear,RatioAngry,RatioSurprise,RatioDisgust,RatioNeutral,RatioAsian,RatioIndian,RatioBlack,RatioWhite,RatioMiddle,RatioHispanic,AverageAge,AvgFaceSize,RatioFaceCoverage,TotalComments,ReviewMag,Sentiment_mean,PN_ratio
1332,1348,https://www.imdb.com/title/tt3038142/?ref_=adv_li_tt,2014,28,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,121,86,0.8,15,0.17,71,0.83,0.34,0.01,0.14,0.28,0.0,0.01,0.22,0.09,0.01,0.02,0.8,0.02,0.05,30.92,118362.93,0.13,5,3.5,0.4,0.6666666666666666
1333,1349,https://www.imdb.com/title/tt3268458/?ref_=adv_li_tt,2014,56,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,131,240,2.33,25,0.1,215,0.9,0.32,0.13,0.15,0.05,0.0,0.0,0.35,0.12,0.01,0.03,0.72,0.08,0.05,30.17,22541.43,0.02,5,5.0,0.8,4.0
1334,1350,https://www.imdb.com/title/tt3657420/?ref_=adv_li_tt,2014,37,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,88,42,0.74,7,0.17,35,0.83,0.14,0.21,0.17,0.17,0.02,0.0,0.29,0.12,0.0,0.07,0.79,0.0,0.02,33.52,59930.5,0.07,5,5.7,0.8,4.0
1335,1351,https://www.imdb.com/title/tt2481554/?ref_=adv_li_tt,2014,36,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,7,146,140,0.99,21,0.15,119,0.85,0.35,0.04,0.12,0.19,0.0,0.0,0.3,0.14,0.01,0.03,0.71,0.05,0.06,33.33,56671.46,0.06,5,3.7,0.8,4.0
1336,1352,https://www.imdb.com/title/tt3081268/?ref_=adv_li_tt,2014,268,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,63,36,0.38,2,0.06,34,0.94,0.47,0.0,0.11,0.22,0.0,0.0,0.19,0.22,0.0,0.03,0.61,0.08,0.06,34.61,73269.69,0.08,5,3.7,0.4,0.6666666666666666
1337,1353,https://www.imdb.com/title/tt3654964/?ref_=adv_li_tt,2014,244,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,136,83,0.82,5,0.06,78,0.94,0.34,0.11,0.06,0.28,0.01,0.0,0.2,0.24,0.0,0.0,0.64,0.07,0.05,35.24,52441.01,0.06,6,6.9,0.6666666666666666,2.0
1338,1354,https://www.imdb.com/title/tt3989726/?ref_=adv_li_tt,2014,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,124,15,0.33,6,0.4,9,0.6,0.4,0.2,0.2,0.07,0.07,0.0,0.07,0.33,0.0,0.0,0.6,0.0,0.07,31.2,107231.67,0.12,7,3.9,0.5714285714285714,1.3333333333333333
1339,1355,https://www.imdb.com/title/tt1714843/?ref_=adv_li_tt,2015,49,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,107,68,0.77,4,0.06,64,0.94,0.4,0.01,0.13,0.12,0.0,0.0,0.34,0.16,0.01,0.09,0.68,0.06,0.0,33.41,60051.96,0.07,7,4.1,0.42857142857142855,0.75
1340,1356,https://www.imdb.com/title/tt3997238/?ref_=adv_li_tt,2015,32,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,144,125,1.18,10,0.08,115,0.92,0.19,0.28,0.11,0.2,0.01,0.01,0.2,0.19,0.0,0.03,0.69,0.06,0.03,33.89,46339.09,0.05,7,2.3,0.14285714285714285,0.16666666666666666
1341,1357,https://www.imdb.com/title/tt3341832/?ref_=adv_li_tt,2013,70,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,67,24,0.33,2,0.08,22,0.92,0.63,0.0,0.08,0.21,0.0,0.0,0.08,0.17,0.04,0.13,0.46,0.08,0.13,32.96,57863.25,0.06,7,2.6,0.14285714285714285,0.16666666666666666
1342,1358,https://www.imdb.com/title/tt1958043/?ref_=adv_li_tt,2014,28,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,136,29,0.4,7,0.24,22,0.76,0.38,0.03,0.0,0.38,0.0,0.0,0.21,0.17,0.0,0.0,0.62,0.07,0.14,34.07,106474.52,0.12,11,7.7,0.6363636363636364,1.75
1343,1359,https://www.imdb.com/title/tt2751310/?ref_=adv_li_tt,2014,31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,132,143,1.36,9,0.06,134,0.94,0.35,0.1,0.09,0.13,0.0,0.0,0.33,0.3,0.01,0.13,0.45,0.03,0.08,30.7,24941.59,0.03,11,8.0,0.6363636363636364,1.75
1344,1360,https://www.imdb.com/title/tt2977110/?ref_=adv_li_tt,2015,22,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,143,116,1.16,39,0.34,77,0.66,0.4,0.06,0.07,0.21,0.01,0.01,0.25,0.17,0.0,0.0,0.81,0.01,0.01,33.01,36349.75,0.04,11,8.5,0.6363636363636364,1.75
1345,1361,https://www.imdb.com/title/tt2845578/?ref_=adv_li_tt,2014,28,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,102,55,0.71,13,0.24,42,0.76,0.4,0.05,0.24,0.07,0.0,0.0,0.24,0.29,0.0,0.0,0.62,0.04,0.05,34.93,51157.6,0.06,15,7.2,0.26666666666666666,0.36363636363636365
1346,1362,https://www.imdb.com/title/tt2357770/?ref_=adv_li_tt,2015,37,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,118,100,0.79,17,0.17,83,0.83,0.37,0.05,0.17,0.09,0.0,0.0,0.32,0.17,0.01,0.04,0.6,0.06,0.12,29.74,45555.44,0.05,17,8.9,0.35294117647058826,0.5454545454545454
1347,1363,https://www.imdb.com/title/tt3701804/?ref_=adv_li_tt,2014,189,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,112,322,3.79,65,0.2,257,0.8,0.24,0.24,0.14,0.13,0.02,0.0,0.23,0.2,0.01,0.06,0.68,0.02,0.02,30.99,14447.36,0.02,19,20.2,0.5263157894736842,1.1111111111111112
1348,1364,https://www.imdb.com/title/tt3576060/?ref_=adv_li_tt,2014,100,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,135,100,0.91,1,0.01,99,0.99,0.41,0.16,0.1,0.09,0.02,0.0,0.22,0.15,0.01,0.07,0.63,0.12,0.02,30.88,20478.3,0.02,20,13.2,0.4,0.6666666666666666
1349,1365,https://www.imdb.com/title/tt2669336/?ref_=adv_li_tt,2015,29,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,114,69,0.86,17,0.25,52,0.75,0.33,0.04,0.13,0.2,0.03,0.0,0.26,0.14,0.0,0.01,0.74,0.03,0.07,32.7,50830.64,0.06,21,17.9,0.5714285714285714,1.3333333333333333
1350,1366,https://www.imdb.com/title/tt2390994/?ref_=adv_li_tt,2014,27,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,142,148,0.96,36,0.24,112,0.76,0.3,0.19,0.16,0.16,0.02,0.0,0.18,0.07,0.0,0.01,0.79,0.1,0.03,34.78,35707.05,0.04,22,14.4,0.4090909090909091,0.6923076923076923
1351,1367,https://www.imdb.com/title/tt2359381/?ref_=adv_li_tt,2014,210,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,113,114,1.18,22,0.19,92,0.81,0.43,0.11,0.09,0.09,0.01,0.0,0.27,0.12,0.03,0.04,0.75,0.02,0.04,35.59,25500.08,0.03,22,15.5,0.5454545454545454,1.2
1352,1368,https://www.imdb.com/title/tt3138558/?ref_=adv_li_tt,2014,31,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,126,57,0.58,11,0.19,46,0.81,0.25,0.04,0.18,0.35,0.04,0.0,0.16,0.19,0.0,0.02,0.75,0.04,0.0,34.11,35233.18,0.04,23,11.2,0.6086956521739131,1.5555555555555556
1353,1369,https://www.imdb.com/title/tt1991031/?ref_=adv_li_tt,2015,28,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,92,26,0.42,1,0.04,25,0.96,0.23,0.19,0.08,0.23,0.0,0.0,0.27,0.19,0.0,0.04,0.46,0.15,0.15,37.5,67270.15,0.07,29,30.2,0.5862068965517241,1.4166666666666667
1354,1370,https://www.imdb.com/title/tt2509850/?ref_=adv_li_tt,2014,365,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,41,148,174,1.47,64,0.37,110,0.63,0.29,0.14,0.09,0.16,0.02,0.0,0.29,0.17,0.01,0.04,0.73,0.03,0.02,34.68,18650.72,0.02,32,25.8,0.84375,5.4
1355,1371,https://www.imdb.com/title/tt3395184/?ref_=adv_li_tt,2014,196,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,138,54,0.55,6,0.11,48,0.89,0.39,0.06,0.22,0.11,0.02,0.0,0.2,0.2,0.0,0.0,0.7,0.07,0.02,33.41,34232.67,0.04,42,28.6,0.4523809523809524,0.8260869565217391
1356,1372,https://www.imdb.com/title/tt1828968/?ref_=adv_li_tt,2014,28,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,84,172,120,1.24,12,0.1,108,0.9,0.37,0.06,0.13,0.18,0.0,0.0,0.27,0.08,0.01,0.03,0.78,0.06,0.06,34.03,60535.7,0.07,63,40.0,0.49206349206349204,0.96875
1357,1373,https://www.imdb.com/title/tt2251281/?ref_=adv_li_tt,2015,74,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,110,49,0.7,5,0.1,44,0.9,0.29,0.0,0.12,0.18,0.02,0.0,0.39,0.29,0.0,0.0,0.63,0.04,0.04,34.55,71214.63,0.08,68,47.5,0.4411764705882353,0.7894736842105263
1358,1374,https://www.imdb.com/title/tt2828954/?ref_=adv_li_tt,2015,37,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,123,102,0.86,9,0.09,93,0.91,0.33,0.08,0.12,0.18,0.01,0.0,0.28,0.16,0.01,0.04,0.75,0.02,0.03,32.97,73154.3,0.08,82,58.3,0.34146341463414637,0.5185185185185185
1359,1375,https://www.imdb.com/title/tt2996684/?ref_=adv_li_tt,2014,229,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,104,80,0.71,22,0.28,58,0.73,0.36,0.15,0.06,0.15,0.0,0.0,0.28,0.25,0.0,0.06,0.55,0.08,0.06,33.45,40890.15,0.04,88,62.1,0.48863636363636365,0.9555555555555556
1360,1376,https://www.imdb.com/title/tt3505712/?ref_=adv_li_tt,2015,94,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,130,48,0.89,8,0.17,40,0.83,0.33,0.17,0.06,0.25,0.02,0.0,0.17,0.31,0.02,0.08,0.54,0.0,0.04,35.98,33747.31,0.04,94,89.6,0.6170212765957447,1.6111111111111112
1361,1377,https://www.imdb.com/title/tt1978532/?ref_=adv_li_tt,2014,235,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,125,204,1.84,40,0.2,164,0.8,0.21,0.18,0.11,0.22,0.01,0.0,0.28,0.08,0.01,0.1,0.74,0.04,0.02,32.95,25484.13,0.03,99,64.7,0.494949494949495,0.98
1362,1378,https://www.imdb.com/title/tt3139538/?ref_=adv_li_tt,2014,73,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,129,142,1.38,34,0.24,108,0.76,0.35,0.08,0.11,0.19,0.01,0.0,0.26,0.13,0.0,0.0,0.76,0.04,0.08,31.88,50281.92,0.05,141,197.2,0.6524822695035462,1.8775510204081634
1363,1379,https://www.imdb.com/title/tt2091325/?ref_=adv_li_tt,2014,50,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,25,122,187,1.31,33,0.18,154,0.82,0.24,0.15,0.15,0.17,0.01,0.0,0.28,0.13,0.0,0.02,0.79,0.03,0.03,31.95,33354.31,0.04,211,208.1,0.5687203791469194,1.3186813186813187
1364,1380,https://www.imdb.com/title/tt3090252/?ref_=adv_li_tt,2014,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,148,33,0.31,1,0.03,32,0.97,0.33,0.06,0.12,0.21,0.0,0.0,0.27,0.24,0.0,0.03,0.58,0.03,0.12,37.15,50908.0,0.06,1,0.9,0.0,0.0
1365,1381,https://www.imdb.com/title/tt2332883/?ref_=adv_li_tt,2014,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,165,89,0.68,2,0.02,87,0.98,0.19,0.12,0.13,0.36,0.0,0.0,0.19,0.16,0.01,0.02,0.71,0.07,0.03,36.83,30782.39,0.03,4,1.0,1.0,4.0
1366,1382,https://www.imdb.com/title/tt2381335/?ref_=adv_li_tt,2014,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,144,69,0.64,10,0.14,59,0.86,0.29,0.07,0.2,0.13,0.04,0.0,0.26,0.28,0.0,0.04,0.65,0.01,0.01,34.75,57945.99,0.06,12,5.9,0.4166666666666667,0.7142857142857143
1367,1383,https://www.imdb.com/title/tt2994646/?ref_=adv_li_tt,2013,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,153,106,1.14,29,0.27,77,0.73,0.3,0.11,0.11,0.19,0.01,0.0,0.27,0.25,0.0,0.49,0.2,0.02,0.05,32.67,49090.1,0.05,13,16.6,0.6153846153846154,1.6
1368,1384,https://www.imdb.com/title/tt2378401/?ref_=adv_li_tt,2015,92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,149,205,1.64,24,0.12,181,0.88,0.25,0.3,0.08,0.16,0.0,0.0,0.2,0.2,0.12,0.1,0.29,0.09,0.2,32.04,48371.49,0.05,13,13.4,0.6923076923076923,2.25
1369,1385,https://www.imdb.com/title/tt3741860/?ref_=adv_li_tt,2014,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,151,306,3.19,22,0.07,284,0.93,0.33,0.1,0.14,0.1,0.01,0.0,0.31,0.14,0.05,0.03,0.67,0.07,0.05,29.69,14440.79,0.02,29,34.5,0.6896551724137931,2.2222222222222223
1370,1386,https://www.imdb.com/title/tt2960600/?ref_=adv_li_tt,2014,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,155,127,1.12,25,0.2,102,0.8,0.29,0.12,0.07,0.24,0.0,0.01,0.27,0.24,0.02,0.01,0.66,0.03,0.04,33.28,53793.76,0.06,1,1.1,0.0,0.0
1371,1387,https://www.imdb.com/title/tt2951834/?ref_=adv_li_tt,2014,131,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,108,55,0.9,8,0.15,47,0.85,0.33,0.04,0.18,0.13,0.0,0.0,0.33,0.11,0.0,0.0,0.62,0.24,0.04,32.38,59612.09,0.06,1,0.6,1.0,1.0
1372,1388,https://www.imdb.com/title/tt2114461/?ref_=adv_li_tt,2014,28,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,111,123,1.34,36,0.29,87,0.71,0.31,0.2,0.13,0.13,0.02,0.0,0.22,0.16,0.0,0.01,0.77,0.06,0.0,33.93,40267.15,0.04,2,0.4,0.0,0.0
1373,1389,https://www.imdb.com/title/tt2948652/?ref_=adv_li_tt,2014,63,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,143,84,0.99,6,0.07,78,0.93,0.46,0.05,0.07,0.15,0.01,0.0,0.25,0.12,0.0,0.0,0.75,0.06,0.07,33.76,43996.38,0.05,2,1.6,0.5,1.0
1374,1390,https://www.imdb.com/title/tt2946050/?ref_=adv_li_tt,2015,70,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,79,43,0.7,5,0.12,38,0.88,0.4,0.14,0.19,0.07,0.0,0.0,0.21,0.16,0.0,0.05,0.7,0.02,0.07,30.47,28281.07,0.03,4,3.9,1.0,4.0
1375,1391,https://www.imdb.com/title/tt3263996/?ref_=adv_li_tt,2014,66,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,131,68,0.86,2,0.03,66,0.97,0.43,0.06,0.01,0.22,0.01,0.0,0.26,0.16,0.03,0.07,0.66,0.04,0.03,37.21,91822.68,0.1,7,11.6,0.42857142857142855,0.75
1376,1392,https://www.imdb.com/title/tt4239548/?ref_=adv_li_tt,2014,182,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,136,218,1.57,12,0.06,206,0.94,0.28,0.18,0.15,0.13,0.0,0.0,0.26,0.23,0.01,0.04,0.62,0.04,0.06,33.55,22565.19,0.02,12,14.4,0.6666666666666666,2.0
1377,1393,https://www.imdb.com/title/tt1141702/?ref_=adv_li_tt,2015,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,92,19,0.43,8,0.42,11,0.58,0.32,0.16,0.16,0.0,0.0,0.0,0.37,0.26,0.0,0.0,0.74,0.0,0.0,30.74,90811.16,0.1,25,18.7,0.52,1.0833333333333333
1378,1394,https://www.imdb.com/title/tt2714380/?ref_=adv_li_tt,2014,51,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,129,90,0.56,16,0.18,74,0.82,0.4,0.17,0.1,0.16,0.0,0.02,0.16,0.19,0.01,0.0,0.77,0.01,0.02,32.02,50672.58,0.05,39,36.3,0.5641025641025641,1.2941176470588236
1379,1395,https://www.imdb.com/title/tt4189442/?ref_=adv_li_tt,2014,18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,142,153,1.13,29,0.19,124,0.81,0.29,0.17,0.15,0.18,0.02,0.0,0.18,0.21,0.02,0.03,0.62,0.05,0.08,30.46,34133.82,0.04,40,25.4,0.625,1.6666666666666667
1380,1396,https://www.imdb.com/title/tt2064968/?ref_=adv_li_tt,2014,38,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,138,128,155,1.35,29,0.19,126,0.81,0.21,0.12,0.08,0.21,0.0,0.0,0.38,0.31,0.0,0.02,0.63,0.04,0.01,34.66,35465.43,0.04,77,52.6,0.4805194805194805,0.925
1381,1397,https://www.imdb.com/title/tt3107070/?ref_=adv_li_tt,2014,463,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,38,112,197,1.74,16,0.08,181,0.92,0.36,0.14,0.1,0.1,0.01,0.0,0.3,0.18,0.01,0.07,0.71,0.02,0.02,32.65,25116.58,0.03,81,42.9,0.41975308641975306,0.723404255319149
1382,1398,https://www.imdb.com/title/tt3203616/?ref_=adv_li_tt,2015,21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,192,146,89,0.78,12,0.13,77,0.87,0.39,0.1,0.09,0.06,0.0,0.0,0.36,0.17,0.01,0.11,0.63,0.07,0.01,33.67,19903.01,0.02,99,71.1,0.5959595959595959,1.475
1383,1399,https://www.imdb.com/title/tt1772264/?ref_=adv_li_tt,2014,84,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,143,142,105,0.85,18,0.17,87,0.83,0.32,0.06,0.11,0.14,0.01,0.0,0.35,0.1,0.0,0.01,0.82,0.03,0.05,34.84,41834.2,0.05,130,68.1,0.4846153846153846,0.9402985074626866
1384,1400,https://www.imdb.com/title/tt2194826/?ref_=adv_li_tt,2015,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,141,71,0.76,16,0.23,55,0.77,0.35,0.14,0.11,0.11,0.0,0.0,0.28,0.11,0.0,0.03,0.66,0.07,0.13,34.56,71900.76,0.08,1,0.8,0.0,0.0
1385,1401,https://www.imdb.com/title/tt1918908/?ref_=adv_li_tt,2014,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,90,51,0.91,22,0.43,29,0.57,0.29,0.14,0.1,0.08,0.02,0.0,0.37,0.2,0.0,0.0,0.73,0.0,0.08,31.49,63714.24,0.07,1,0.0,0.0,0.0
1386,1402,https://www.imdb.com/title/tt3326366/?ref_=adv_li_tt,2014,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,144,56,0.54,1,0.02,55,0.98,0.27,0.07,0.21,0.18,0.0,0.0,0.27,0.11,0.0,0.0,0.86,0.02,0.02,35.23,121716.23,0.13,2,0.9,0.0,0.0
1387,1404,https://www.imdb.com/title/tt4136056/?ref_=adv_li_tt,2015,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,139,72,0.89,2,0.03,70,0.97,0.36,0.14,0.08,0.07,0.01,0.01,0.32,0.31,0.01,0.07,0.57,0.0,0.04,34.58,69874.63,0.08,5,4.9,1.0,5.0
1388,1405,https://www.imdb.com/title/tt3457734/?ref_=adv_li_tt,2015,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,128,139,1.42,56,0.4,83,0.6,0.29,0.08,0.17,0.11,0.04,0.0,0.32,0.12,0.0,0.03,0.82,0.03,0.0,31.57,21916.08,0.02,5,4.3,0.4,0.6666666666666666
1389,1406,https://www.imdb.com/title/tt2180994/?ref_=adv_li_tt,2014,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,110,56,0.86,21,0.38,35,0.63,0.25,0.13,0.13,0.27,0.02,0.0,0.21,0.07,0.0,0.04,0.88,0.0,0.02,35.5,19156.7,0.02,6,7.4,0.8333333333333334,5.0
1390,1408,https://www.imdb.com/title/tt3339674/?ref_=adv_li_tt,2015,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,135,115,1.02,37,0.32,78,0.68,0.36,0.1,0.11,0.11,0.01,0.0,0.31,0.09,0.01,0.0,0.8,0.06,0.04,33.09,47904.77,0.05,8,8.7,0.625,1.6666666666666667
1391,1409,https://www.imdb.com/title/tt3318750/?ref_=adv_li_tt,2015,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,135,133,1.29,31,0.23,102,0.77,0.22,0.16,0.2,0.1,0.02,0.0,0.31,0.11,0.01,0.0,0.8,0.06,0.02,34.1,34588.11,0.04,8,3.7,0.5,1.0
1392,1410,https://www.imdb.com/title/tt2486678/?ref_=adv_li_tt,2015,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,147,81,1.27,11,0.14,70,0.86,0.23,0.1,0.17,0.15,0.02,0.0,0.32,0.28,0.0,0.02,0.67,0.01,0.01,32.25,21738.98,0.02,9,4.1,0.6666666666666666,2.0
1393,1411,https://www.imdb.com/title/tt2544472/?ref_=adv_li_tt,2014,245,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,124,70,0.82,7,0.1,63,0.9,0.34,0.1,0.07,0.16,0.0,0.0,0.33,0.21,0.0,0.1,0.57,0.06,0.06,34.8,44995.33,0.05,11,6.6,0.7272727272727273,2.6666666666666665
1394,1412,https://www.imdb.com/title/tt3279176/?ref_=adv_li_tt,2014,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,90,79,0.99,7,0.09,72,0.91,0.23,0.05,0.06,0.24,0.01,0.0,0.41,0.16,0.0,0.06,0.7,0.0,0.08,33.91,37113.14,0.04,14,10.7,0.7142857142857143,2.5
1395,1413,https://www.imdb.com/title/tt2784512/?ref_=adv_li_tt,2015,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,109,72,0.81,17,0.24,55,0.76,0.31,0.11,0.13,0.18,0.01,0.0,0.26,0.15,0.0,0.01,0.76,0.04,0.03,31.79,24795.88,0.03,14,11.6,0.5,1.0
1396,1414,https://www.imdb.com/title/tt2977090/?ref_=adv_li_tt,2015,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,134,114,1.12,28,0.25,86,0.75,0.31,0.1,0.18,0.16,0.01,0.0,0.25,0.15,0.01,0.07,0.72,0.03,0.03,32.3,33972.89,0.04,17,15.4,0.5294117647058824,1.125
1397,1415,https://www.imdb.com/title/tt2219214/?ref_=adv_li_tt,2014,321,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,175,141,0.82,27,0.19,114,0.81,0.4,0.08,0.07,0.18,0.01,0.0,0.26,0.13,0.0,0.01,0.78,0.05,0.02,32.94,106108.31,0.12,17,13.5,0.47058823529411764,0.8888888888888888
1398,1416,https://www.imdb.com/title/tt2386285/?ref_=adv_li_tt,2014,68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,5,95,48,0.69,3,0.06,45,0.94,0.38,0.25,0.08,0.1,0.02,0.0,0.17,0.23,0.0,0.04,0.65,0.02,0.06,33.25,32117.44,0.03,30,25.8,0.6333333333333333,1.7272727272727273
1399,1417,https://www.imdb.com/title/tt2350892/?ref_=adv_li_tt,2014,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,111,71,0.8,4,0.06,67,0.94,0.35,0.01,0.07,0.15,0.0,0.0,0.41,0.11,0.0,0.06,0.63,0.11,0.08,37.07,73111.68,0.08,36,22.2,0.4722222222222222,0.8947368421052632
1400,1418,https://www.imdb.com/title/tt2428170/?ref_=adv_li_tt,2015,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,147,32,0.26,1,0.03,31,0.97,0.19,0.28,0.09,0.06,0.03,0.0,0.34,0.28,0.0,0.0,0.59,0.13,0.0,34.75,76449.78,0.08,37,42.0,0.7027027027027027,2.3636363636363638
